#    T [K]      P [bar]     H2O            CO2            CH4            NH3            N2             H2        
   221.593   1.069E-004    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
   224.380   6.851E-005    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
   227.338   4.388E-005    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
   230.450   2.811E-005    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
   233.695   1.801E-005    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
   237.055   1.154E-005    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
   240.508   7.389E-006    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
   244.031   4.733E-006    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
   247.600   3.032E-006    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
   251.190   1.942E-006    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
   254.774   1.244E-006    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
   258.322   7.970E-007    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
   261.806   5.105E-007    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
   265.194   3.270E-007    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
   268.452   2.095E-007    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
   271.548   1.342E-007    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
   274.446   8.596E-008    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
   277.110   5.506E-008    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
   279.504   3.527E-008    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
   281.592   2.259E-008    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
   283.336   1.447E-008    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
   284.701   9.271E-009    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
   285.652   5.939E-009    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
   286.155   3.804E-009    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
   271.786   2.437E-009    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
     3.944   1.561E-009    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
    41.447   1.000E-009    1.8064E-001    6.9132E-001    1.2716E-001    1.0956E-004    7.6598E-004    4.5520E-009
