#    T [K]      P [bar]     H2O            CO2            CH4            NH3            N2             H2        
   173.577   2.631E-005    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
   166.378   1.779E-005    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
   159.180   1.203E-005    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
   152.006   8.131E-006    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
   144.876   5.497E-006    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
   137.809   3.716E-006    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
   130.826   2.513E-006    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
   123.849   1.699E-006    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
   104.160   1.148E-006    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
    77.468   7.764E-007    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
    56.999   5.249E-007    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
    46.345   3.549E-007    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
    40.257   2.399E-007    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
    35.145   1.622E-007    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
    30.918   1.097E-007    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
    27.483   7.414E-008    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
    24.750   5.013E-008    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
    22.640   3.389E-008    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
    21.094   2.291E-008    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
    20.071   1.549E-008    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
    19.554   1.047E-008    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
    20.018   7.080E-009    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
    24.334   4.787E-009    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
    34.506   3.236E-009    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
    54.734   2.188E-009    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
    93.122   1.479E-009    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
   162.958   1.000E-009    9.4050E-001    4.0969E-005    3.0103E-003    5.6229E-002    1.3432E-006    2.2017E-004
